Location 1 - Suction On,,,,,,,,Location 1 - Suction Off,,,,,,,,Location 4 - Suction On,,,,,,,,Location 4 - Suction Off,,,,,,
Time [min],Droplet counts 0.3?0.5 ?m,Std Deviation,Droplet counts 0.5?1.0 ?m,Std Deviation,Droplet counts 1.0?3.0 ?m,Std Deviation,,Time [min],Droplet counts 0.3?0.5 ?m,Std Deviation,Droplet counts 0.5?1.0 ?m,Std Deviation,Droplet counts 1.0?3.0 ?m,Std Deviation,,Time [min],Droplet counts 0.3?0.5 ?m,Std Deviation,Droplet counts 0.5?1.0 ?m,Std Deviation,Droplet counts 1.0?3.0 ?m,Std Deviation,,Time [min],Droplet counts 0.3?0.5 ?m,Std Deviation,Droplet counts 0.5?1.0 ?m,Std Deviation,Droplet counts 1.0?3.0 ?m,Std Deviation
19.09725,4.17E+07,2.32E+07,1.88E+08,2.75E+07,5.81E+07,1.82E+07,,19.09725,4.09E+07,1.55E+07,2.04E+08,9307032.546,7.02E+07,8240998.838,,19.09725,8.11E+07,1.36E+07,6.70E+07,1.61E+07,1.53E+07,3.96E+06,,19.09725,5.19E+07,4.16E+07,1.89E+08,7.13E+07,7.03E+07,4.88E+07
19.1672,4.63E+07,2.12E+07,1.81E+08,2.78E+07,5.48E+07,1.80E+07,,19.1672,4.07E+07,1.39E+07,2.04E+08,7649692.26,6.95E+07,6959093.216,,19.1672,8.18E+07,1.18E+07,6.99E+07,1.37E+07,1.63E+07,3.27E+06,,19.1672,4.49E+07,3.62E+07,2.05E+08,6.35E+07,7.64E+07,4.56E+07
19.23715,5.10E+07,1.93E+07,1.75E+08,2.82E+07,5.15E+07,1.80E+07,,19.23715,4.04E+07,1.23E+07,2.05E+08,6053369.823,6.88E+07,5786657.602,,19.23715,8.24E+07,1.02E+07,7.28E+07,1.54E+07,1.72E+07,4.51E+06,,19.23715,3.78E+07,3.41E+07,2.20E+08,6.10E+07,8.25E+07,4.37E+07
19.30711,5.41E+07,1.62E+07,1.69E+08,2.86E+07,4.94E+07,1.91E+07,,19.30711,4.06E+07,1.08E+07,2.04E+08,4659769.607,6.81E+07,4571457.996,,19.30711,8.22E+07,9.72E+06,7.25E+07,1.81E+07,1.69E+07,5.37E+06,,19.30711,3.15E+07,3.09E+07,2.28E+08,5.61E+07,8.74E+07,4.03E+07
19.37706,5.63E+07,1.83E+07,1.64E+08,3.54E+07,4.81E+07,2.26E+07,,19.37706,4.11E+07,9306175.612,2.04E+08,3408550.33,6.73E+07,3294369.537,,19.37706,8.14E+07,1.05E+07,7.03E+07,2.01E+07,1.60E+07,5.52E+06,,19.37706,2.56E+07,2.54E+07,2.33E+08,4.71E+07,9.15E+07,3.52E+07
19.44701,5.84E+07,2.58E+07,1.59E+08,4.70E+07,4.67E+07,2.75E+07,,19.44701,4.16E+07,7855204.746,2.03E+08,2339494.376,6.66E+07,2135668.616,,19.44701,8.06E+07,1.20E+07,6.80E+07,2.22E+07,1.51E+07,5.67E+06,,19.44701,1.98E+07,2.01E+07,2.37E+08,3.81E+07,9.56E+07,3.01E+07
19.51697,5.96E+07,2.72E+07,1.57E+08,5.00E+07,4.60E+07,2.84E+07,,19.51697,4.10E+07,7642752.714,2.04E+08,2259820.647,6.71E+07,1294771.637,,19.51697,8.10E+07,1.22E+07,6.70E+07,1.89E+07,1.47E+07,4.64E+06,,19.51697,1.58E+07,1.61E+07,2.38E+08,3.15E+07,9.74E+07,2.62E+07
19.58692,6.04E+07,2.53E+07,1.58E+08,4.85E+07,4.57E+07,2.70E+07,,19.58692,3.99E+07,8371485.897,2.06E+08,3936954.968,6.81E+07,1842776.02,,19.58692,8.20E+07,1.18E+07,6.65E+07,1.51E+07,1.46E+07,3.76E+06,,19.58692,1.28E+07,1.27E+07,2.37E+08,2.59E+07,9.80E+07,2.28E+07
19.65687,6.11E+07,2.35E+07,1.58E+08,4.72E+07,4.55E+07,2.56E+07,,19.65687,3.88E+07,9451626.823,2.08E+08,6076775.35,6.91E+07,3172600.894,,19.65687,8.29E+07,1.18E+07,6.60E+07,1.53E+07,1.45E+07,4.16E+06,,19.65687,9.72E+06,9.38E+06,2.36E+08,2.02E+07,9.86E+07,1.94E+07
19.72683,6.14E+07,2.52E+07,1.58E+08,5.05E+07,4.54E+07,2.70E+07,,19.72683,3.89E+07,1.08E+07,2.09E+08,8064572.166,6.91E+07,4045309.023,,19.72683,8.25E+07,1.21E+07,6.60E+07,1.50E+07,1.45E+07,4.01E+06,,19.72683,1.69E+07,7.70E+06,2.24E+08,1.98E+07,9.01E+07,1.85E+07
19.79678,6.15E+07,2.82E+07,1.57E+08,5.53E+07,4.53E+07,2.93E+07,,19.79678,3.93E+07,1.22E+07,2.08E+08,9976658.718,6.87E+07,4803197.292,,19.79678,8.17E+07,1.32E+07,6.63E+07,1.62E+07,1.45E+07,4.10E+06,,19.79678,2.73E+07,9.28E+06,2.09E+08,2.29E+07,7.86E+07,1.88E+07
19.86673,6.16E+07,3.12E+07,1.56E+08,6.03E+07,4.53E+07,3.15E+07,,19.86673,3.98E+07,1.36E+07,2.08E+08,1.19E+07,6.82E+07,5612777.353,,19.86673,8.09E+07,1.50E+07,6.65E+07,1.99E+07,1.45E+07,4.91E+06,,19.86673,3.78E+07,1.28E+07,1.94E+08,2.74E+07,6.72E+07,1.96E+07
19.93669,6.04E+07,3.28E+07,1.57E+08,6.17E+07,4.66E+07,3.32E+07,,19.93669,4.04E+07,1.34E+07,2.06E+08,1.17E+07,6.75E+07,5610537.127,,19.93669,7.48E+07,1.66E+07,7.42E+07,3.31E+07,1.86E+07,1.07E+07,,19.93669,3.60E+07,6.56E+06,1.98E+08,2.02E+07,7.10E+07,1.38E+07
20.00664,5.89E+07,3.42E+07,1.59E+08,6.25E+07,4.82E+07,3.48E+07,,20.00664,4.10E+07,1.32E+07,2.04E+08,1.13E+07,6.66E+07,5579906.374,,20.00664,6.76E+07,2.07E+07,8.34E+07,5.04E+07,2.36E+07,1.90E+07,,20.00664,3.17E+07,4.94E+06,2.05E+08,1.36E+07,7.80E+07,1.47E+07
20.07659,5.74E+07,3.58E+07,1.60E+08,6.35E+07,4.98E+07,3.64E+07,,20.07659,4.16E+07,1.31E+07,2.02E+08,1.12E+07,6.58E+07,5710856.325,,20.07659,6.04E+07,2.63E+07,9.26E+07,6.84E+07,2.86E+07,2.75E+07,,20.07659,2.74E+07,1.31E+07,2.12E+08,1.55E+07,8.50E+07,2.31E+07
20.14655,5.50E+07,3.52E+07,1.64E+08,6.26E+07,5.14E+07,3.47E+07,,20.14655,4.10E+07,1.43E+07,2.03E+08,1.28E+07,6.67E+07,6869978.042,,20.14655,6.18E+07,2.13E+07,8.07E+07,5.48E+07,2.37E+07,2.08E+07,,20.14655,3.03E+07,2.02E+07,2.09E+08,2.50E+07,8.52E+07,3.32E+07
20.2165,5.25E+07,3.48E+07,1.68E+08,6.20E+07,5.30E+07,3.29E+07,,20.2165,4.03E+07,1.57E+07,2.05E+08,1.48E+07,6.78E+07,8218551.286,,20.2165,6.42E+07,1.69E+07,6.64E+07,3.79E+07,1.76E+07,1.25E+07,,20.2165,3.40E+07,2.72E+07,2.05E+08,3.67E+07,8.47E+07,4.38E+07
20.28645,5.00E+07,3.49E+07,1.73E+08,6.20E+07,5.45E+07,3.14E+07,,20.28645,3.95E+07,1.72E+07,2.06E+08,1.70E+07,6.89E+07,9618256.268,,20.28645,6.66E+07,1.61E+07,5.21E+07,2.25E+07,1.16E+07,5.18E+06,,20.28645,3.78E+07,3.41E+07,2.01E+08,4.90E+07,8.42E+07,5.47E+07
20.35641,5.02E+07,2.88E+07,1.73E+08,5.35E+07,5.48E+07,2.67E+07,,20.35641,3.77E+07,1.48E+07,2.06E+08,1.40E+07,7.03E+07,7220177.037,,20.35641,6.64E+07,1.41E+07,5.02E+07,2.26E+07,1.11E+07,5.20E+06,,20.35641,3.63E+07,2.87E+07,2.00E+08,3.88E+07,8.01E+07,4.13E+07
20.42636,5.04E+07,2.28E+07,1.74E+08,4.52E+07,5.49E+07,2.24E+07,,20.42636,3.59E+07,1.23E+07,2.06E+08,1.07E+07,7.17E+07,4878777.034,,20.42636,6.61E+07,1.31E+07,4.88E+07,2.57E+07,1.08E+07,6.27E+06,,20.42636,3.46E+07,2.29E+07,1.99E+08,2.82E+07,7.59E+07,2.72E+07
20.49631,5.07E+07,1.73E+07,1.74E+08,3.81E+07,5.50E+07,1.93E+07,,20.49631,3.42E+07,9885699.716,2.07E+08,7786745.643,7.30E+07,3183225.116,,20.49631,6.60E+07,1.33E+07,4.79E+07,3.03E+07,1.07E+07,7.79E+06,,20.49631,3.33E+07,1.73E+07,1.98E+08,1.83E+07,7.16E+07,1.37E+07
20.56627,5.37E+07,1.46E+07,1.70E+08,3.66E+07,5.19E+07,1.87E+07,,20.56627,3.48E+07,9504700.833,2.07E+08,8562675.61,7.26E+07,2603742.316,,20.56627,7.10E+07,1.02E+07,5.96E+07,2.82E+07,1.36E+07,7.47E+06,,20.56627,4.13E+07,1.25E+07,1.90E+08,1.46E+07,6.58E+07,1.04E+07
20.63622,5.67E+07,1.24E+07,1.65E+08,3.52E+07,4.88E+07,1.82E+07,,20.63622,3.55E+07,9563016.719,2.08E+08,9344873.682,7.21E+07,2054306.634,,20.63622,7.60E+07,9.12E+06,7.13E+07,2.63E+07,1.65E+07,7.20E+06,,20.63622,4.93E+07,1.08E+07,1.82E+08,1.63E+07,6.01E+07,9.85E+06
20.70617,5.95E+07,1.13E+07,1.61E+08,3.46E+07,4.60E+07,1.78E+07,,20.70617,3.62E+07,1.02E+07,2.09E+08,1.03E+07,7.16E+07,1724583.756,,20.70617,8.07E+07,1.02E+07,8.16E+07,2.38E+07,1.90E+07,6.76E+06,,20.70617,5.63E+07,1.32E+07,1.76E+08,2.16E+07,5.52E+07,1.20E+07
20.77613,6.13E+07,1.38E+07,1.59E+08,3.90E+07,4.55E+07,1.94E+07,,20.77613,3.71E+07,1.19E+07,2.07E+08,1.25E+07,7.00E+07,3768723.685,,20.77613,8.28E+07,9.28E+06,8.02E+07,1.57E+07,1.80E+07,4.48E+06,,20.77613,5.45E+07,1.98E+07,1.80E+08,2.79E+07,5.77E+07,1.49E+07
20.84608,6.30E+07,1.73E+07,1.57E+08,4.39E+07,4.49E+07,2.12E+07,,20.84608,3.79E+07,1.36E+07,2.06E+08,1.49E+07,6.84E+07,6293297.082,,20.84608,8.49E+07,8.72E+06,7.89E+07,7.56E+06,1.71E+07,2.21E+06,,20.84608,5.28E+07,2.90E+07,1.85E+08,3.84E+07,6.03E+07,2.17E+07
20.91603,6.37E+07,1.89E+07,1.57E+08,4.56E+07,4.51E+07,2.19E+07,,20.91603,3.89E+07,1.52E+07,2.05E+08,1.71E+07,6.71E+07,8519533.941,,20.91603,8.61E+07,8.70E+06,7.66E+07,1.33E+06,1.61E+07,6.20E+05,,20.91603,4.96E+07,3.64E+07,1.90E+08,4.68E+07,6.38E+07,2.81E+07
20.98599,5.91E+07,1.12E+07,1.65E+08,3.13E+07,4.82E+07,1.64E+07,,20.98599,4.06E+07,1.61E+07,2.04E+08,1.83E+07,6.66E+07,9149463.518,,20.98599,8.32E+07,9.85E+06,6.98E+07,2.88E+06,1.47E+07,1.21E+06,,20.98599,4.01E+07,3.13E+07,2.00E+08,3.94E+07,7.18E+07,2.74E+07
21.05594,5.45E+07,8593528.031,1.74E+08,1.95E+07,5.14E+07,1.30E+07,,21.05594,4.24E+07,1.74E+07,2.02E+08,1.97E+07,6.62E+07,9964612.291,,21.05594,8.03E+07,1.16E+07,6.30E+07,6.38E+06,1.33E+07,1.86E+06,,21.05594,3.06E+07,2.65E+07,2.11E+08,3.34E+07,7.99E+07,2.70E+07
21.12589,4.99E+07,1.26E+07,1.82E+08,1.54E+07,5.47E+07,1.27E+07,,21.12589,4.38E+07,1.83E+07,2.01E+08,2.06E+07,6.56E+07,1.05E+07,,21.12589,7.79E+07,1.32E+07,5.73E+07,9.28E+06,1.22E+07,2.31E+06,,21.12589,2.40E+07,2.17E+07,2.17E+08,2.69E+07,8.49E+07,2.49E+07
21.19585,4.54E+07,1.48E+07,1.89E+08,1.63E+07,5.85E+07,1.28E+07,,21.19585,4.43E+07,1.71E+07,2.00E+08,1.94E+07,6.47E+07,9645232.616,,21.19585,7.67E+07,1.37E+07,5.51E+07,1.13E+07,1.18E+07,2.47E+06,,21.19585,2.65E+07,1.71E+07,2.10E+08,1.80E+07,8.08E+07,1.84E+07
21.2658,4.10E+07,1.84E+07,1.95E+08,2.13E+07,6.23E+07,1.47E+07,,21.2658,4.48E+07,1.61E+07,1.99E+08,1.83E+07,6.38E+07,8828247.466,,21.2658,7.56E+07,1.46E+07,5.30E+07,1.45E+07,1.14E+07,3.06E+06,,21.2658,2.90E+07,1.58E+07,2.04E+08,2.36E+07,7.67E+07,1.71E+07
21.33575,3.91E+07,1.93E+07,1.98E+08,2.35E+07,6.38E+07,1.52E+07,,21.33575,4.58E+07,1.47E+07,1.98E+08,1.68E+07,6.30E+07,7797401.893,,21.33575,7.38E+07,1.61E+07,5.21E+07,1.98E+07,1.14E+07,4.35E+06,,21.33575,3.16E+07,1.76E+07,1.99E+08,3.45E+07,7.37E+07,2.03E+07
21.40571,4.28E+07,1.37E+07,1.92E+08,1.98E+07,6.03E+07,1.32E+07,,21.40571,4.77E+07,1.26E+07,1.96E+08,1.47E+07,6.22E+07,6336121.178,,21.40571,7.06E+07,1.81E+07,5.41E+07,2.97E+07,1.20E+07,7.03E+06,,21.40571,3.43E+07,2.14E+07,1.97E+08,4.14E+07,7.29E+07,2.35E+07
21.47566,4.65E+07,1.10E+07,1.86E+08,2.30E+07,5.67E+07,1.53E+07,,21.47566,4.96E+07,1.05E+07,1.95E+08,1.29E+07,6.14E+07,4968175.083,,21.47566,6.73E+07,2.01E+07,5.62E+07,4.03E+07,1.27E+07,9.91E+06,,21.47566,3.71E+07,2.78E+07,1.95E+08,4.99E+07,7.21E+07,2.88E+07
21.54561,5.08E+07,1.27E+07,1.78E+08,3.00E+07,5.32E+07,1.91E+07,,21.54561,5.03E+07,1.02E+07,1.94E+08,1.32E+07,6.13E+07,5031133.556,,21.54561,6.67E+07,2.06E+07,5.63E+07,4.21E+07,1.27E+07,1.04E+07,,21.54561,3.87E+07,3.28E+07,1.94E+08,5.65E+07,7.21E+07,3.25E+07
21.61557,5.61E+07,1.57E+07,1.70E+08,3.65E+07,4.97E+07,2.15E+07,,21.61557,4.89E+07,1.29E+07,1.95E+08,1.58E+07,6.25E+07,7127798.167,,21.61557,7.02E+07,1.88E+07,5.36E+07,3.00E+07,1.17E+07,7.22E+06,,21.61557,3.88E+07,3.59E+07,1.97E+08,6.03E+07,7.34E+07,3.37E+07
21.68552,6.13E+07,1.94E+07,1.61E+08,4.32E+07,4.62E+07,2.40E+07,,21.68552,4.74E+07,1.56E+07,1.97E+08,1.84E+07,6.37E+07,9233644.915,,21.68552,7.37E+07,1.72E+07,5.09E+07,1.91E+07,1.08E+07,4.31E+06,,21.68552,3.88E+07,4.13E+07,1.99E+08,6.59E+07,7.46E+07,3.72E+07
21.75547,6.17E+07,2.07E+07,1.60E+08,4.57E+07,4.63E+07,2.48E+07,,21.75547,4.65E+07,1.64E+07,1.98E+08,1.96E+07,6.43E+07,9852597.058,,21.75547,7.60E+07,1.57E+07,5.19E+07,1.09E+07,1.09E+07,2.06E+06,,21.75547,3.77E+07,4.41E+07,2.01E+08,6.73E+07,7.63E+07,3.91E+07
21.82543,5.65E+07,2.02E+07,1.67E+08,4.47E+07,5.04E+07,2.46E+07,,21.82543,4.61E+07,1.51E+07,1.98E+08,1.91E+07,6.43E+07,8733308.055,,21.82543,7.67E+07,1.43E+07,5.72E+07,4.97E+06,1.24E+07,7.59E+05,,21.82543,3.52E+07,4.28E+07,2.02E+08,6.22E+07,7.83E+07,3.75E+07
21.89538,5.12E+07,2.17E+07,1.75E+08,4.58E+07,5.45E+07,2.56E+07,,21.89538,4.58E+07,1.38E+07,1.98E+08,1.86E+07,6.44E+07,7629626.492,,21.89538,7.75E+07,1.32E+07,6.25E+07,9.45E+06,1.39E+07,3.04E+06,,21.89538,3.28E+07,4.17E+07,2.04E+08,5.73E+07,8.04E+07,3.61E+07
21.96533,5.14E+07,1.86E+07,1.75E+08,3.95E+07,5.43E+07,2.29E+07,,21.96533,4.60E+07,1.31E+07,1.97E+08,1.81E+07,6.40E+07,7083952.537,,21.96533,7.85E+07,1.10E+07,6.71E+07,1.41E+07,1.51E+07,4.10E+06,,21.96533,3.39E+07,4.01E+07,2.02E+08,5.44E+07,7.85E+07,3.38E+07
22.03529,5.65E+07,1.12E+07,1.69E+08,2.75E+07,5.02E+07,1.69E+07,,22.03529,4.69E+07,1.30E+07,1.96E+08,1.78E+07,6.32E+07,7018214.042,,22.03529,7.96E+07,7.71E+06,7.10E+07,1.62E+07,1.61E+07,4.29E+06,,22.03529,3.82E+07,3.86E+07,1.97E+08,5.37E+07,7.31E+07,3.12E+07
22.10524,6.16E+07,8254068.053,1.63E+08,2.20E+07,4.61E+07,1.33E+07,,22.10524,4.77E+07,1.29E+07,1.95E+08,1.75E+07,6.24E+07,6953400.788,,22.10524,8.08E+07,4505411.289,7.48E+07,1.87E+07,1.71E+07,4.87E+06,,22.10524,4.24E+07,3.81E+07,1.92E+08,5.36E+07,6.76E+07,2.94E+07
22.17519,6.45E+07,1.12E+07,1.60E+08,2.68E+07,4.42E+07,1.52E+07,,22.17519,4.78E+07,1.36E+07,1.96E+08,1.73E+07,6.23E+07,7332644.699,,22.17519,7.78E+07,9.18E+06,7.03E+07,1.69E+07,1.59E+07,4.26E+06,,22.17519,3.90E+07,3.38E+07,1.95E+08,4.61E+07,6.91E+07,2.59E+07
22.24515,6.61E+07,1.45E+07,1.58E+08,3.39E+07,4.36E+07,1.88E+07,,22.24515,4.75E+07,1.47E+07,1.97E+08,1.75E+07,6.25E+07,8023737.024,,22.24515,7.21E+07,1.92E+07,6.02E+07,1.92E+07,1.34E+07,4.17E+06,,22.24515,3.04E+07,2.66E+07,2.04E+08,3.37E+07,7.52E+07,2.08E+07
22.3151,6.77E+07,1.81E+07,1.56E+08,4.13E+07,4.31E+07,2.24E+07,,22.3151,4.71E+07,1.59E+07,1.99E+08,1.79E+07,6.28E+07,8732366.909,,22.3151,6.64E+07,2.92E+07,5.01E+07,2.76E+07,1.08E+07,5.82E+06,,22.3151,2.19E+07,1.95E+07,2.13E+08,2.14E+07,8.13E+07,1.58E+07
22.38505,6.48E+07,1.74E+07,1.59E+08,3.98E+07,4.48E+07,2.20E+07,,22.38505,4.72E+07,1.54E+07,1.98E+08,1.73E+07,6.28E+07,8236763.1,,22.38505,6.32E+07,3.19E+07,4.41E+07,2.84E+07,9.28E+06,5.96E+06,,22.38505,2.42E+07,1.09E+07,2.08E+08,8.84E+06,7.83E+07,7.52E+06
22.45501,5.98E+07,1.78E+07,1.65E+08,3.68E+07,4.76E+07,2.08E+07,,22.45501,4.75E+07,1.44E+07,1.97E+08,1.62E+07,6.27E+07,7218666.895,,22.45501,6.11E+07,3.12E+07,4.00E+07,2.48E+07,8.29E+06,5.14E+06,,22.45501,3.18E+07,1.74E+07,1.97E+08,2.32E+07,7.08E+07,1.05E+07
22.52496,5.48E+07,2.18E+07,1.71E+08,3.79E+07,5.05E+07,2.13E+07,,22.52496,4.79E+07,1.37E+07,1.96E+08,1.53E+07,6.26E+07,6322147.381,,22.52496,5.91E+07,3.05E+07,3.59E+07,2.17E+07,7.30E+06,4.45E+06,,22.52496,3.94E+07,3.19E+07,1.86E+08,4.41E+07,6.34E+07,2.21E+07
22.59491,5.68E+07,2.03E+07,1.68E+08,3.59E+07,4.86E+07,1.96E+07,,22.59491,4.77E+07,1.38E+07,1.96E+08,1.42E+07,6.26E+07,5943747.559,,22.59491,5.92E+07,3.04E+07,3.54E+07,2.12E+07,7.23E+06,4.39E+06,,22.59491,3.95E+07,3.04E+07,1.89E+08,4.56E+07,6.42E+07,2.30E+07
22.66486,6.13E+07,1.65E+07,1.62E+08,3.24E+07,4.52E+07,1.67E+07,,22.66486,4.75E+07,1.43E+07,1.97E+08,1.30E+07,6.26E+07,6047485.389,,22.66486,6.02E+07,3.05E+07,3.62E+07,2.17E+07,7.48E+06,4.55E+06,,22.66486,3.69E+07,2.35E+07,1.96E+08,4.04E+07,6.78E+07,2.01E+07
22.73482,6.58E+07,1.26E+07,1.55E+08,2.96E+07,4.17E+07,1.39E+07,,22.73482,4.72E+07,1.49E+07,1.97E+08,1.19E+07,6.26E+07,6517826.228,,22.73482,6.11E+07,3.07E+07,3.69E+07,2.22E+07,7.73E+06,4.75E+06,,22.73482,3.43E+07,1.74E+07,2.04E+08,3.54E+07,7.14E+07,1.71E+07
22.80477,6.76E+07,1.17E+07,1.52E+08,3.03E+07,4.00E+07,1.43E+07,,22.80477,4.78E+07,1.38E+07,1.96E+08,1.03E+07,6.24E+07,5381362.465,,22.80477,5.98E+07,2.69E+07,3.54E+07,1.99E+07,7.35E+06,4.18E+06,,22.80477,3.37E+07,1.88E+07,2.07E+08,3.17E+07,7.34E+07,1.73E+07
22.87472,6.88E+07,1.17E+07,1.49E+08,3.16E+07,3.88E+07,1.53E+07,,22.87472,4.87E+07,1.23E+07,1.94E+08,8762332.891,6.21E+07,3876720.789,,22.87472,5.81E+07,2.25E+07,3.34E+07,1.71E+07,6.82E+06,3.47E+06,,22.87472,3.34E+07,2.24E+07,2.10E+08,3.01E+07,7.51E+07,1.98E+07
22.94468,6.99E+07,1.17E+07,1.45E+08,3.30E+07,3.76E+07,1.63E+07,,22.94468,4.96E+07,1.08E+07,1.92E+08,7699197.184,6.18E+07,2512173.523,,22.94468,5.63E+07,1.82E+07,3.13E+07,1.46E+07,6.29E+06,2.84E+06,,22.94468,3.32E+07,2.65E+07,2.12E+08,3.12E+07,7.68E+07,2.35E+07
23.01463,7.04E+07,1.25E+07,1.45E+08,3.58E+07,3.81E+07,1.73E+07,,23.01463,4.88E+07,7689078.458,1.93E+08,4352993.86,6.19E+07,642801.5257,,23.01463,5.52E+07,1.96E+07,3.03E+07,1.43E+07,6.09E+06,2.84E+06,,23.01463,3.53E+07,2.10E+07,2.06E+08,2.68E+07,7.30E+07,1.92E+07
23.08458,7.09E+07,1.34E+07,1.45E+08,3.90E+07,3.89E+07,1.84E+07,,23.08458,4.79E+07,6366880.277,1.93E+08,5068454.757,6.20E+07,4050788.692,,23.08458,5.42E+07,2.19E+07,2.94E+07,1.46E+07,5.93E+06,2.98E+06,,23.08458,3.76E+07,1.53E+07,1.98E+08,2.15E+07,6.85E+07,1.38E+07
23.15454,7.13E+07,1.44E+07,1.46E+08,4.24E+07,3.97E+07,1.96E+07,,23.15454,4.69E+07,8158487.161,1.94E+08,9301775.458,6.21E+07,7461576.328,,23.15454,5.32E+07,2.44E+07,2.86E+07,1.50E+07,5.77E+06,3.19E+06,,23.15454,3.99E+07,1.25E+07,1.91E+08,1.62E+07,6.41E+07,8.38E+06
23.22449,7.05E+07,1.49E+07,1.46E+08,4.08E+07,3.95E+07,1.94E+07,,23.22449,5.05E+07,7809655.654,1.90E+08,7955876.052,5.96E+07,4237887.323,,23.22449,5.49E+07,2.48E+07,3.03E+07,1.60E+07,6.14E+06,3.26E+06,,23.22449,3.75E+07,6.70E+06,1.93E+08,2.17E+07,6.70E+07,1.31E+07
23.29444,6.96E+07,1.55E+07,1.46E+08,3.98E+07,3.92E+07,1.95E+07,,23.29444,5.43E+07,1.06E+07,1.86E+08,1.13E+07,5.70E+07,3382216.413,,23.29444,5.67E+07,2.52E+07,3.22E+07,1.70E+07,6.54E+06,3.33E+06,,23.29444,3.48E+07,1.04E+07,1.97E+08,3.27E+07,7.04E+07,2.05E+07
23.3644,6.88E+07,1.61E+07,1.47E+08,3.96E+07,3.89E+07,2.01E+07,,23.3644,5.80E+07,1.48E+07,1.82E+08,1.68E+07,5.45E+07,6322361.697,,23.3644,5.85E+07,2.55E+07,3.41E+07,1.80E+07,6.92E+06,3.40E+06,,23.3644,3.22E+07,1.86E+07,2.00E+08,4.47E+07,7.37E+07,2.81E+07
23.43435,6.97E+07,1.66E+07,1.44E+08,4.17E+07,3.82E+07,2.09E+07,,23.43435,5.73E+07,1.22E+07,1.83E+08,1.58E+07,5.47E+07,5520034.257,,23.43435,5.88E+07,2.54E+07,3.41E+07,1.82E+07,6.86E+06,3.56E+06,,23.43435,3.15E+07,1.46E+07,2.03E+08,3.57E+07,7.55E+07,2.24E+07
23.5043,7.06E+07,1.79E+07,1.42E+08,4.43E+07,3.74E+07,2.19E+07,,23.5043,5.66E+07,9745366.123,1.83E+08,1.54E+07,5.50E+07,4964655.027,,23.5043,5.91E+07,2.55E+07,3.40E+07,1.85E+07,6.79E+06,3.75E+06,,23.5043,3.09E+07,1.15E+07,2.06E+08,2.70E+07,7.74E+07,1.74E+07
23.57426,7.14E+07,1.95E+07,1.40E+08,4.69E+07,3.68E+07,2.30E+07,,23.57426,5.57E+07,7613963.418,1.84E+08,1.51E+07,5.54E+07,4667529.369,,23.57426,5.93E+07,2.57E+07,3.44E+07,1.94E+07,6.85E+06,4.08E+06,,23.57426,3.06E+07,1.04E+07,2.08E+08,1.99E+07,7.86E+07,1.44E+07
23.64421,7.00E+07,1.99E+07,1.44E+08,4.52E+07,3.81E+07,2.22E+07,,23.64421,5.27E+07,5703436.733,1.87E+08,1.22E+07,5.79E+07,3819276.818,,23.64421,5.96E+07,2.76E+07,3.85E+07,2.52E+07,8.05E+06,5.54E+06,,23.64421,3.37E+07,1.37E+07,2.02E+08,2.33E+07,7.32E+07,1.53E+07
23.71416,6.87E+07,2.05E+07,1.48E+08,4.39E+07,3.93E+07,2.16E+07,,23.71416,4.98E+07,3793103.823,1.90E+08,9283068.276,6.04E+07,3013061.55,,23.71416,5.98E+07,2.95E+07,4.27E+07,3.11E+07,9.25E+06,7.03E+06,,23.71416,3.68E+07,1.70E+07,1.96E+08,2.70E+07,6.79E+07,1.63E+07
23.78412,6.78E+07,2.08E+07,1.50E+08,4.31E+07,4.00E+07,2.10E+07,,23.78412,4.77E+07,3078522.249,1.92E+08,7619226.799,6.22E+07,2506573.406,,23.78412,5.99E+07,3.10E+07,4.55E+07,3.51E+07,1.01E+07,8.03E+06,,23.78412,3.91E+07,2.01E+07,1.90E+08,2.86E+07,6.39E+07,1.74E+07
23.85407,6.96E+07,1.86E+07,1.45E+08,4.31E+07,3.81E+07,2.03E+07,,23.85407,5.02E+07,8747737.012,1.90E+08,1.30E+07,6.05E+07,4308835.882,,23.85407,5.90E+07,3.05E+07,4.18E+07,2.96E+07,9.15E+06,6.58E+06,,23.85407,3.75E+07,2.31E+07,1.89E+08,3.10E+07,6.69E+07,2.23E+07
23.92402,7.14E+07,1.65E+07,1.39E+08,4.31E+07,3.62E+07,1.96E+07,,23.92402,5.27E+07,1.45E+07,1.87E+08,1.89E+07,5.88E+07,6826658.15,,23.92402,5.82E+07,3.02E+07,3.80E+07,2.47E+07,8.21E+06,5.28E+06,,23.92402,3.59E+07,2.81E+07,1.89E+08,4.82E+07,6.99E+07,3.10E+07
23.99398,7.28E+07,1.51E+07,1.36E+08,4.35E+07,3.48E+07,1.93E+07,,23.99398,5.47E+07,1.90E+07,1.85E+08,2.34E+07,5.75E+07,8840845.678,,23.99398,5.71E+07,2.94E+07,3.46E+07,2.08E+07,7.35E+06,4.33E+06,,23.99398,3.84E+07,3.21E+07,1.83E+08,6.08E+07,6.92E+07,3.65E+07
