Location 1 - Suction On,,,,,,,,Location 1 - Suction Off,,,,,,,,Location 4 - Suction On,,,,,,,,Location 4 - Suction Off,,,,,,
Time [min],Droplet counts 0.3?0.5 ?m,Std Deviation,Droplet counts 0.5?1.0 ?m,Std Deviation,Droplet counts 1.0?3.0 ?m,Std Deviation,,Time [min],Droplet counts 0.3?0.5 ?m,Std Deviation,Droplet counts 0.5?1.0 ?m,Std Deviation,Droplet counts 1.0?3.0 ?m,Std Deviation,,Time [min],Droplet counts 0.3?0.5 ?m,Std Deviation,Droplet counts 0.5?1.0 ?m,Std Deviation,Droplet counts 1.0?3.0 ?m,Std Deviation,,Time [min],Droplet counts 0.3?0.5 ?m,Std Deviation,Droplet counts 0.5?1.0 ?m,Std Deviation,Droplet counts 1.0?3.0 ?m,Std Deviation
61.48894,4.30E+07,1.46E+07,1.59E+07,9645024.607,569358.988,4766305.192,,61.48894,8.38E+07,1.04E+07,5.15E+07,1.64E+07,1.08E+07,2729452.331,,61.48894,2.98E+06,9.55E+06,1.79E+06,4218943.639,406126.3238,976635.641,,61.48894,6.06E+07,1.91E+07,3.37E+07,1.57E+07,7531137.196,4466065.1
61.55889,4.16E+07,1.31E+07,1.53E+07,8974076.391,481362.1004,4752619.997,,61.55889,8.39E+07,1.00E+07,5.19E+07,1.60E+07,1.08E+07,2854502.58,,61.55889,2.75E+06,6.16E+06,1.70E+06,2637120.78,392464.7055,620994.478,,61.55889,6.82E+07,9.84E+06,4.00E+07,1.07E+07,9120305.287,4300428.985
61.62885,4.02E+07,1.17E+07,1.46E+07,8374239.368,393365.2129,4746493.276,,61.62885,8.39E+07,9658550.098,5.22E+07,1.56E+07,1.08E+07,2981880.927,,61.62885,2.51E+06,3.41E+06,1.61E+06,1274897.965,378803.0873,268549.8148,,61.62885,7.59E+07,1.91E+06,4.63E+07,9205587.931,1.07E+07,4576419.211
61.6988,3.92E+07,1.05E+07,1.41E+07,7827050.735,334023.0461,4719306.694,,61.6988,8.38E+07,9325104.228,5.22E+07,1.52E+07,1.08E+07,3051075.06,,61.6988,2.63E+06,3.35E+06,1.66E+06,1271608.868,391643.4059,102604.5298,,61.6988,8.18E+07,6.69E+06,5.31E+07,1.27E+07,1.25E+07,5662883.425
61.76875,3.94E+07,9737603.257,1.44E+07,7195967.665,401125.5199,4569255.821,,61.76875,8.31E+07,9054613.175,5.11E+07,1.47E+07,1.04E+07,2856604.862,,61.76875,4.33E+06,5577846.632,2.31E+06,2396245.352,521428.7796,405524.2885,,61.76875,7.98E+07,3291512.334,6.27E+07,2.43E+07,1.51E+07,9130011.598
61.83871,3.97E+07,9257778.514,1.46E+07,6624823.919,468227.9937,4420030.019,,61.83871,8.24E+07,8835972.439,5.00E+07,1.43E+07,1.01E+07,2664731.446,,61.83871,6.03E+06,8566360.797,2.95E+06,3808451.306,651214.1533,726212.068,,61.83871,7.78E+07,5523800.511,7.22E+07,3.86E+07,1.77E+07,1.28E+07
61.90866,4.07E+07,9722069.203,1.52E+07,6619313.104,608013.8148,4354959.024,,61.90866,8.19E+07,8803179.407,4.92E+07,1.40E+07,9843597.225,2551065.771,,61.90866,6.91E+06,1.04E+07,3.27E+06,4650117.398,714262.1376,911750.1757,,61.90866,7.71E+07,8.85E+06,7.94E+07,4.59E+07,1.95E+07,1.45E+07
61.97861,4.40E+07,1.21E+07,1.71E+07,8073953.219,960001.5926,4536902.739,,61.97861,8.22E+07,9204941.566,4.93E+07,1.39E+07,9883376.576,2657748.154,,61.97861,5.41E+06,8.33E+06,2.63E+06,3700650.845,582467.6288,703251.0394,,61.97861,8.02E+07,8.50E+06,7.94E+07,3.16E+07,1.89E+07,1.03E+07
62.04857,4.73E+07,1.46E+07,1.89E+07,9528622.449,1311989.37,4724114.802,,62.04857,8.24E+07,9654626.705,4.94E+07,1.39E+07,9923155.927,2764449.779,,62.04857,3.91E+06,6.57E+06,1.99E+06,2872741.776,450673.12,509853.233,,62.04857,8.32E+07,8.14E+06,7.95E+07,1.87E+07,1.83E+07,6433626.555
62.11852,4.93E+07,1.63E+07,2.00E+07,1.04E+07,1546392.185,4825543.166,,62.11852,8.25E+07,9567710.193,4.94E+07,1.35E+07,9934552.796,2780296.837,,62.11852,2.50E+06,5.21E+06,1.40E+06,2.22E+06,328426.6852,345679.4154,,62.11852,8.47E+07,7.01E+06,7.76E+07,7.55E+06,1.74E+07,3089058.424
62.18847,4.89E+07,1.66E+07,1.98E+07,1.02E+07,1537150.482,4745171.329,,62.18847,8.22E+07,8322823.807,4.91E+07,1.24E+07,9887139.119,2607915.959,,62.18847,1.28E+06,4.68E+06,8.97E+05,1.93E+06,225964.5481,281709.6189,,62.18847,8.28E+07,5.15E+06,7.19E+07,9.02E+06,1.59E+07,1531702.583
62.25843,4.84E+07,1.72E+07,1.95E+07,1.01E+07,1527908.779,4671306.472,,62.25843,8.19E+07,7135380.372,4.88E+07,1.14E+07,9839725.441,2435639.277,,62.25843,6.43E+04,5.66E+06,3.97E+05,2.36E+06,123502.4109,404375.7452,,62.25843,8.10E+07,5.56E+06,6.62E+07,2.56E+07,1.43E+07,5886677.325
62.32838,4.86E+07,1.66E+07,1.96E+07,9681604.828,1539187.842,4580365.148,,62.32838,8.19E+07,6824604.295,4.88E+07,1.08E+07,9829376.133,2314717.121,,62.32838,-9.07E+05,6.87E+06,1.08E+03,2872317.916,43310.76927,524126.3914,,62.32838,8.01E+07,7.39E+06,6.40E+07,3.76E+07,1.38E+07,9209676.945
62.39833,4.96E+07,1.44E+07,2.03E+07,8541819.749,1581780.073,4475176.568,,62.39833,8.24E+07,7855354.536,4.90E+07,1.13E+07,9875584.306,2302455.207,,62.39833,-1.50E+06,7.22E+06,-2.37E+05,2910136.308,-2897.74591,526235.5206,,62.39833,8.07E+07,9.09E+06,6.74E+07,4.29E+07,1.49E+07,1.09E+07
62.46828,5.07E+07,1.21E+07,2.10E+07,7479448.547,1624372.304,4400379.689,,62.46828,8.29E+07,8997464.473,4.93E+07,1.18E+07,9921792.48,2334074.009,,62.46828,-2.10E+06,7.64E+06,-4.75E+05,2961330.066,-49106.26109,530907.9262,,62.46828,8.13E+07,1.11E+07,7.08E+07,4.82E+07,1.60E+07,1.26E+07
62.53824,5.07E+07,1.11E+07,2.11E+07,6968818.024,1621437.058,4351059.326,,62.53824,8.27E+07,9512250.981,4.92E+07,1.25E+07,9891559.905,2422664.204,,62.53824,-2.38E+06,7.85E+06,-5.73E+05,3008823.21,-72644.67618,548540.8824,,62.53824,8.19E+07,1.16E+07,7.54E+07,4.90E+07,1.76E+07,1.33E+07
62.60819,4.96E+07,1.13E+07,2.05E+07,7013298.604,1566388.599,4307215.438,,62.60819,8.19E+07,9427245.585,4.88E+07,1.33E+07,9773829.115,2552139.518,,62.60819,-2.31E+06,7.78E+06,-5.10E+05,3048080.355,-70233.6685,579149.2286,,62.60819,8.25E+07,1.17E+07,8.13E+07,4.54E+07,1.97E+07,1.31E+07
62.67814,4.85E+07,1.17E+07,2.00E+07,7081993.937,1511340.139,4269247.277,,62.67814,8.10E+07,9600696.293,4.85E+07,1.43E+07,9656098.324,2697328.245,,62.67814,-2.23E+06,7.72E+06,-4.46E+05,3096903.74,-67822.66083,610167.9226,,62.67814,8.31E+07,1.37E+07,8.72E+07,4.32E+07,2.19E+07,1.31E+07
62.7481,4.82E+07,1.11E+07,1.97E+07,7019203.507,1489068.463,4289826.111,,62.7481,8.09E+07,9663257.074,4.84E+07,1.44E+07,9612761.583,2750823.987,,62.7481,-2.18E+06,7.87E+06,-4.24E+05,3171974.902,-59589.6031,623785.0679,,62.7481,8.13E+07,1.66E+07,8.68E+07,3.67E+07,2.19E+07,1.08E+07
62.81805,4.84E+07,1.00E+07,1.95E+07,7038516.825,1495095.869,4368844.77,,62.81805,8.15E+07,9531455.868,4.87E+07,1.38E+07,9633655.769,2718516.599,,62.81805,-2.14E+06,8.20E+06,-4.37E+05,3263983.799,-46329.85736,623149.3756,,62.81805,7.74E+07,2.05E+07,8.07E+07,3.61E+07,1.99E+07,9139342.47
62.888,4.87E+07,9660482.33,1.93E+07,7327059.173,1501123.274,4462374.888,,62.888,8.21E+07,9478884.292,4.89E+07,1.32E+07,9654549.955,2688926.626,,62.888,-2.11E+06,8521715.948,-4.50E+05,3356104.402,-33070.11161,623816.5018,,62.888,7.35E+07,2.54E+07,7.47E+07,4.86E+07,1.79E+07,1.21E+07
62.95796,4.84E+07,9868594.59,1.90E+07,7535999.758,1416170.001,4559494.815,,62.95796,8.23E+07,9711164.679,4.90E+07,1.29E+07,9683249.499,2581929.793,,62.95796,-2.12E+06,8504849.307,-4.74E+05,3386840.555,-37372.21271,621740.5854,,62.95796,7.09E+07,2.72E+07,6.95E+07,5.57E+07,1.65E+07,1.43E+07
63.02791,4.75E+07,1.02E+07,1.85E+07,7581719.216,1272321.023,4653816.497,,63.02791,8.22E+07,1.01E+07,4.90E+07,1.28E+07,9717001.786,2426316.263,,63.02791,-2.17E+06,8.27E+06,-5.05E+05,3378016.807,-53042.85235,619559.6099,,63.02791,6.91E+07,2.66E+07,6.47E+07,5.60E+07,1.55E+07,1.46E+07
63.09786,4.67E+07,1.05E+07,1.80E+07,7627579.995,1128472.044,4749439.775,,63.09786,8.21E+07,1.05E+07,4.90E+07,1.26E+07,9750754.073,2274734.491,,63.09786,-2.22E+06,8.03E+06,-5.35E+05,3369473.709,-68713.49199,620209.9781,,63.09786,6.73E+07,2.62E+07,6.00E+07,5.64E+07,1.46E+07,1.50E+07
63.16782,4.51E+07,1.21E+07,1.72E+07,8142140.589,1009392.864,4812313.15,,63.16782,8.18E+07,1.06E+07,4.84E+07,1.28E+07,9629082.592,2326206.118,,63.16782,-2.02E+06,7.93E+06,-4.74E+05,3324608.687,-50904.08458,599927.4914,,63.16782,6.61E+07,2.68E+07,5.44E+07,5.09E+07,1.30E+07,1.33E+07
63.23777,4.31E+07,1.42E+07,1.63E+07,8951757.775,902108.8252,4865492.62,,63.23777,8.15E+07,1.05E+07,4.74E+07,1.32E+07,9433399.793,2498128.414,,63.23777,-1.71E+06,7.90E+06,-3.68E+05,3262590.032,-17151.79763,569863.9673,,63.23777,6.53E+07,2.79E+07,4.84E+07,4.27E+07,1.11E+07,1.06E+07
63.30772,4.11E+07,1.63E+07,1.54E+07,9828060.224,794824.7865,4925954.973,,63.30772,8.12E+07,1.05E+07,4.65E+07,1.36E+07,9237716.994,2694926.813,,63.30772,-1.40E+06,7.87E+06,-2.63E+05,3200861.613,16600.48932,541276.2753,,63.30772,6.44E+07,2.91E+07,4.25E+07,3.44E+07,9239940.44,7927879.804
63.37768,4.09E+07,1.66E+07,1.54E+07,1.02E+07,761457.9049,4970477.484,,63.37768,8.05E+07,1.01E+07,4.60E+07,1.33E+07,9140289.856,2651971.31,,63.37768,-1.03E+05,6.06E+06,2.95E+05,2.54E+06,108945.4289,392004.5146,,63.37768,6.43E+07,2.91E+07,4.27E+07,3.48E+07,9237300.92,7896396.829
63.44763,4.12E+07,1.63E+07,1.57E+07,1.04E+07,753019.947,5008192.577,,63.44763,7.97E+07,9621205.421,4.57E+07,1.28E+07,9075999.921,2524174.2,,63.44763,1.53E+06,5.27E+06,1.01E+06,2.30E+06,221051.0279,345444.1932,,63.44763,6.45E+07,2.89E+07,4.50E+07,3.82E+07,9871360.894,8776811.59
63.51758,4.16E+07,1.61E+07,1.60E+07,1.07E+07,744581.989,5045980.268,,63.51758,7.89E+07,9167675.54,4.53E+07,1.23E+07,9011709.986,2396957.141,,63.51758,3.16E+06,6.87E+06,1.72E+06,2.90E+06,333156.6268,497440.4734,,63.51758,6.47E+07,2.89E+07,4.73E+07,4.17E+07,1.05E+07,9676410.197
63.58754,4.10E+07,1.42E+07,1.56E+07,9548395.776,663160.2563,4911857.426,,63.58754,7.89E+07,9358965.134,4.55E+07,1.25E+07,9025334.967,2352297.208,,63.58754,3.24E+06,6.06E+06,1.76E+06,2563040.348,353539.463,451491.6172,,63.58754,6.50E+07,2.85E+07,4.78E+07,4.08E+07,1.06E+07,9360072.39
63.65749,4.02E+07,1.20E+07,1.49E+07,8139036.64,565519.9069,4742411.772,,63.65749,7.91E+07,9684546.919,4.58E+07,1.29E+07,9056274.374,2346060.132,,63.65749,2.98E+06,4.57E+06,1.66E+06,1958361.636,353539.463,351314.0714,,63.65749,6.54E+07,2.86E+07,4.79E+07,3.93E+07,1.06E+07,8866838.877
63.72744,3.94E+07,9885536.706,1.43E+07,6741211.365,467879.5576,4576475.228,,63.72744,7.92E+07,1.00E+07,4.61E+07,1.34E+07,9087213.781,2362139.519,,63.72744,2.73E+06,3230223.239,1.56E+06,1411980.32,353539.463,260645.8153,,63.72744,6.58E+07,2.92E+07,4.79E+07,3.83E+07,1.05E+07,8495478.804
63.7974,3.98E+07,1.00E+07,1.45E+07,6204789.758,549470.9369,4331866.538,,63.7974,7.94E+07,1.00E+07,4.63E+07,1.30E+07,9224549.964,2406666.924,,63.7974,2.25E+06,2.47E+06,1.39E+06,1050675.208,330332.1096,164852.798,,63.7974,6.27E+07,2.94E+07,4.34E+07,3.54E+07,9481449.986,7915140.023
63.86735,4.04E+07,1.09E+07,1.48E+07,5945739.032,653540.2229,4080489.988,,63.86735,7.95E+07,1.01E+07,4.65E+07,1.25E+07,9375229.638,2465415.845,,63.86735,1.75E+06,5.14E+06,1.20E+06,2068466.021,304214.2631,427800.4303,,63.86735,5.91E+07,2.97E+07,3.82E+07,3.23E+07,8301326.812,7352989.163
63.9373,4.10E+07,1.20E+07,1.52E+07,5889792.009,757609.5088,3833348.101,,63.9373,7.96E+07,1.03E+07,4.66E+07,1.20E+07,9525909.312,2536208.757,,63.9373,1.24E+06,8.51E+06,1.02E+06,3420070.927,278096.4166,739548.3612,,63.9373,5.55E+07,3.04E+07,3.30E+07,2.94E+07,7121203.638,6861186.508
64.00726,3.98E+07,1.18E+07,1.46E+07,6392777.151,604288.006,4074555.309,,64.00726,7.90E+07,1.01E+07,4.59E+07,1.23E+07,9307071.348,2438621.377,,64.00726,8.30E+06,1.91E+07,5.31E+06,1.01E+07,1066921.38,2038979.439,,64.00726,5.70E+07,3.08E+07,3.37E+07,2.90E+07,7160604.76,6660349.766
64.07721,3.85E+07,1.20E+07,1.40E+07,7103849.08,439946.7141,4339390.038,,64.07721,7.85E+07,1.00E+07,4.52E+07,1.27E+07,9072413.057,2366440.219,,64.07721,1.57E+07,3.15E+07,9.80E+06,1.78E+07,1890636.861,3486815.875,,64.07721,5.87E+07,3.11E+07,3.47E+07,2.88E+07,7252217.932,6478045.107
64.14716,3.73E+07,1.27E+07,1.34E+07,7929358.818,285102.8095,4598056.873,,64.14716,7.80E+07,1.02E+07,4.44E+07,1.31E+07,8840900.919,2328253.294,,64.14716,2.28E+07,4.37E+07,1.41E+07,2.54E+07,2690762.062,4906593.336,,64.14716,6.04E+07,3.15E+07,3.56E+07,2.86E+07,7348049.548,6321475.075
64.21712,3.87E+07,1.26E+07,1.41E+07,7906737.976,444622.4274,4574438.104,,64.21712,7.77E+07,9639859.39,4.40E+07,1.29E+07,8713526.439,2270789.735,,64.21712,2.24E+07,4.27E+07,1.39E+07,2.49E+07,2710048.985,4890687.809,,64.21712,6.03E+07,3.21E+07,3.61E+07,3.00E+07,7583511.698,6737515.338
64.28707,4.01E+07,1.24E+07,1.48E+07,7892118.008,604142.0454,4551035.627,,64.28707,7.73E+07,9563484.363,4.37E+07,1.29E+07,8586151.959,2311778.691,,64.28707,2.20E+07,4.17E+07,1.36E+07,2.45E+07,2729335.909,4874782.55,,64.28707,6.02E+07,3.27E+07,3.67E+07,3.15E+07,7818973.848,7162819.92
64.35702,4.16E+07,1.24E+07,1.55E+07,7890385.299,765424.4561,4510252.891,,64.35702,7.71E+07,9941372.159,4.33E+07,1.31E+07,8470195.535,2440659.183,,64.35702,2.09E+07,3.96E+07,1.30E+07,2.34E+07,2668295.728,4725740.321,,64.35702,6.02E+07,3.34E+07,3.76E+07,3.34E+07,8136726.242,7719724.599
64.42698,4.34E+07,1.40E+07,1.66E+07,8084343.977,942623.8489,4319222.943,,64.42698,7.71E+07,1.05E+07,4.33E+07,1.35E+07,8457337.434,2562394.085,,64.42698,1.42E+07,2.84E+07,9.05E+06,1.66E+07,1881949.046,3379830.776,,64.42698,6.08E+07,3.35E+07,4.13E+07,3.94E+07,9197511.136,9398396.958
64.49693,4.53E+07,1.59E+07,1.76E+07,8531194.62,1119823.242,4145259.184,,64.49693,7.71E+07,1.12E+07,4.33E+07,1.39E+07,8444479.333,2692448.564,,64.49693,7.58E+06,1.76E+07,5.12E+06,9924528.821,1095602.363,2056754.382,,64.49693,6.14E+07,3.36E+07,4.50E+07,4.54E+07,1.03E+07,1.11E+07
64.56688,4.64E+07,1.75E+07,1.82E+07,9083479.298,1215488.859,4073980.03,,64.56688,7.71E+07,1.16E+07,4.33E+07,1.41E+07,8443307.971,2772684.829,,64.56688,2.08E+06,1.01E+07,1.82E+06,4834550.23,438629.799,1031724.831,,64.56688,6.19E+07,3.38E+07,4.81E+07,5.03E+07,1.11E+07,1.24E+07
64.63684,4.39E+07,1.69E+07,1.68E+07,9380629.53,913325.8799,4422463.169,,64.63684,7.71E+07,1.08E+07,4.33E+07,1.34E+07,8499159.834,2584556.936,,64.63684,2.29E+06,1.01E+07,1.63E+06,4514212.793,412913.7112,982697.9986,,64.63684,6.21E+07,3.42E+07,4.79E+07,4.98E+07,1.10E+07,1.23E+07
64.70679,4.13E+07,1.68E+07,1.54E+07,1.00E+07,611162.9012,4777132.896,,64.70679,7.70E+07,1.00E+07,4.32E+07,1.27E+07,8555011.698,2410390.722,,64.70679,2.50E+06,1.02E+07,1.44E+06,4.30E+06,387197.6235,938395.3461,,64.70679,6.22E+07,3.45E+07,4.77E+07,4.93E+07,1.08E+07,1.21E+07
64.77674,3.94E+07,1.71E+07,1.44E+07,1.06E+07,402531.4701,5020253.457,,64.77674,7.71E+07,9433407.996,4.34E+07,1.22E+07,8631444.412,2277494.422,,64.77674,2.20E+06,9.98E+06,1.13E+06,4.07E+06,325634.2384,860156.8472,,64.77674,6.13E+07,3.34E+07,4.54E+07,4.58E+07,1.02E+07,1.12E+07
64.8467,3.94E+07,1.68E+07,1.45E+07,1.02E+07,489322.8539,4897212.861,,64.8467,7.76E+07,9358176.081,4.40E+07,1.23E+07,8772882.496,2229933.011,,64.8467,2.85E+05,8.45E+06,4.43E+05,3.47E+06,150845.8534,681973.4431,,64.8467,5.66E+07,2.78E+07,3.68E+07,3.26E+07,7964539.68,7685220.257
64.91665,3.93E+07,1.65E+07,1.46E+07,9871143.913,576114.2376,4774230.231,,64.91665,7.81E+07,9290950.647,4.46E+07,1.24E+07,8914320.58,2185693.926,,64.91665,-1.63E+06,7.22E+06,-2.45E+05,2995297.524,-23942.5317,564347.0521,,64.91665,5.20E+07,2.23E+07,2.82E+07,1.94E+07,5778679.844,4186304.6
64.9866,3.96E+07,1.58E+07,1.47E+07,9459896.045,666028.2533,4695219.04,,64.9866,7.82E+07,9420780.257,4.48E+07,1.25E+07,8924984.587,2170974.587,,64.9866,-2.59E+06,6.27E+06,-5.63E+05,2604698.01,-111548.2334,498430.6001,,64.9866,4.98E+07,2.01E+07,2.35E+07,1.25E+07,4513234.526,2228277.761
65.05656,4.06E+07,1.43E+07,1.51E+07,8986835.472,762865.0851,4722388.924,,65.05656,7.75E+07,9978710.472,4.40E+07,1.26E+07,8645724.929,2222569.298,,65.05656,-1.43E+06,5.12E+06,-6.08E+04,2118842.244,-5871.57107,371363.7833,,65.05656,5.30E+07,2.57E+07,2.75E+07,1.96E+07,5288330.825,3619471.59
65.12651,4.16E+07,1.30E+07,1.55E+07,8670787.203,859701.9169,4762813.299,,65.12651,7.67E+07,1.05E+07,4.33E+07,1.27E+07,8366465.272,2284893.732,,65.12651,-2.70E+05,4.13E+06,4.41E+05,1755131.858,99805.09126,270033.1777,,65.12651,5.62E+07,3.14E+07,3.15E+07,2.68E+07,6063427.125,5024908.659
65.19646,4.19E+07,1.19E+07,1.57E+07,8427518.134,890516.62,4777750.917,,65.19646,7.60E+07,1.07E+07,4.25E+07,1.26E+07,8149398.187,2286604.679,,65.19646,2.64E+06,4.25E+06,1.93E+06,2322589.576,406765.0435,440320.0336,,65.19646,5.71E+07,3.24E+07,3.24E+07,2.81E+07,6273122.584,5270976.784
65.26642,4.12E+07,1.09E+07,1.53E+07,8095608.737,814172.3293,4736169.74,,65.26642,7.51E+07,1.02E+07,4.15E+07,1.20E+07,8033274.432,2176898.795,,65.26642,8.40E+06,1.19E+07,5.02E+06,6762719.262,1040423.259,1339352.194,,65.26642,5.43E+07,2.58E+07,2.83E+07,1.98E+07,5565128.985,3628271.809
65.33637,4.04E+07,9941318.553,1.49E+07,7796180.243,737828.0387,4697379.457,,65.33637,7.43E+07,9737631.174,4.06E+07,1.14E+07,7917150.677,2067335.363,,65.33637,1.42E+07,2.06E+07,8.11E+06,1.16E+07,1674081.474,2277062.218,,65.33637,5.15E+07,1.92E+07,2.42E+07,1.16E+07,4857135.387,1985656.966
65.40632,3.97E+07,9414402.136,1.45E+07,7508751.141,638074.8745,4648378.925,,65.40632,7.42E+07,9462870.803,4.06E+07,1.11E+07,7999911.113,2053841.764,,65.40632,1.86E+07,2.54E+07,1.06E+07,1.45E+07,2148414.537,2763171.234,,65.40632,5.09E+07,1.59E+07,2.28E+07,7.76E+06,4692444.129,1200122.175
65.47628,3.92E+07,9471247.881,1.42E+07,7242251.19,509896.6497,4586395.661,,65.47628,7.51E+07,9453326.025,4.18E+07,1.12E+07,8324173.781,2171400.5,,65.47628,2.14E+07,2.56E+07,1.23E+07,1.50E+07,2429281.343,2721466.318,,65.47628,5.27E+07,1.69E+07,2.46E+07,9.32E+06,5187477.14,1503488.106
65.54623,3.87E+07,9698671.584,1.38E+07,7035803.73,381718.4248,4527395.147,,65.54623,7.59E+07,9454816.902,4.30E+07,1.14E+07,8648436.45,2306442.162,,65.54623,2.42E+07,2.60E+07,1.39E+07,1.57E+07,2710148.149,2716830.232,,65.54623,5.46E+07,1.80E+07,2.65E+07,1.10E+07,5682510.151,1846207.228
65.61618,3.86E+07,1.09E+07,1.36E+07,7310183.187,321706.954,4528546.015,,65.61618,7.61E+07,9769691.297,4.32E+07,1.16E+07,8691642.464,2350365.734,,65.61618,2.43E+07,2.44E+07,1.38E+07,1.48E+07,2663395.354,2493881.716,,65.61618,5.55E+07,2.03E+07,2.76E+07,1.30E+07,5885999.296,2306635.549
65.68614,3.88E+07,1.29E+07,1.37E+07,8055261.168,324117.8479,4591256.506,,65.68614,7.56E+07,1.04E+07,4.26E+07,1.18E+07,8477476.373,2317916.492,,65.68614,2.20E+07,2.09E+07,1.19E+07,1.24E+07,2316631.35,2046996.786,,65.68614,5.57E+07,2.36E+07,2.79E+07,1.55E+07,5822512.878,2896219.864
65.75609,3.89E+07,1.50E+07,1.38E+07,8876833.599,326528.7417,4664828.025,,65.75609,7.51E+07,1.10E+07,4.19E+07,1.20E+07,8263310.282,2308885.338,,65.75609,1.96E+07,1.75E+07,9.96E+06,9957824.075,1969867.346,1602977.005,,65.75609,5.59E+07,2.70E+07,2.83E+07,1.80E+07,5759026.461,3513688.511
65.82604,3.94E+07,1.59E+07,1.41E+07,8813468.706,393682.0174,4573390.827,,65.82604,7.51E+07,1.07E+07,4.16E+07,1.16E+07,8220045.222,2261170.948,,65.82604,1.54E+07,1.20E+07,7.67E+06,6786465.081,1537176.64,1071144.459,,65.82604,6.03E+07,2.70E+07,3.52E+07,2.11E+07,7286253.041,4381475.618
65.896,4.00E+07,1.61E+07,1.46E+07,8197476.052,505385.7437,4363417.746,,65.896,7.54E+07,9725884.325,4.16E+07,1.10E+07,8294380.378,2189813.582,,65.896,9.87E+06,5.09E+06,5.10E+06,3115762.476,1045358.155,486472.2933,,65.896,6.77E+07,2.59E+07,4.65E+07,2.60E+07,9908079.158,5707869.607
65.96595,4.06E+07,1.67E+07,1.50E+07,7710794.297,617089.4701,4153552.331,,65.96595,7.57E+07,8794573.718,4.16E+07,1.05E+07,8368715.533,2138155.412,,65.96595,4.36E+06,1.90E+06,2.54E+06,662215.1389,553539.6688,213038.0456,,65.96595,7.51E+07,2.64E+07,5.79E+07,3.21E+07,1.25E+07,7225382.81
66.0359,3.99E+07,1.59E+07,1.47E+07,7748983.939,540516.4198,4214855.999,,66.0359,7.59E+07,8815967.245,4.17E+07,1.05E+07,8415887.857,2109944.46,,66.0359,2.16E+06,5.02E+06,1.50E+06,2223620.345,378090.19,496979.4064,,66.0359,7.83E+07,2.81E+07,6.50E+07,3.83E+07,1.44E+07,8821308.82
66.10586,3.85E+07,1.46E+07,1.41E+07,8202950.357,368138.8148,4417941.564,,66.10586,7.62E+07,9327714.055,4.19E+07,1.08E+07,8449238.385,2099080.187,,66.10586,1.64E+06,6.61E+06,1.24E+06,2926456.652,363624.9404,682070.1798,,66.10586,7.93E+07,3.00E+07,7.00E+07,4.45E+07,1.59E+07,1.05E+07
66.17581,3.72E+07,1.39E+07,1.34E+07,8862846.347,195761.2099,4625103.504,,66.17581,7.64E+07,9847526.433,4.22E+07,1.11E+07,8482588.913,2103461.313,,66.17581,1.11E+06,8.40E+06,9.86E+05,3710518.313,349159.6909,870289.534,,66.17581,8.03E+07,3.20E+07,7.50E+07,5.11E+07,1.74E+07,1.23E+07
66.24576,3.78E+07,1.45E+07,1.37E+07,9464176.725,299997.9693,4764925.058,,66.24576,7.66E+07,9462147.675,4.24E+07,1.10E+07,8554824.41,2121670.963,,66.24576,2.74E+06,1.12E+07,1.77E+06,5002035.164,551802.7162,1222339.233,,66.24576,7.63E+07,3.18E+07,7.19E+07,5.44E+07,1.68E+07,1.35E+07
66.31572,3.91E+07,1.55E+07,1.45E+07,1.00E+07,504922.3574,4882341.245,,66.31572,7.68E+07,8969311.872,4.26E+07,1.10E+07,8641214.035,2202381.193,,66.31572,5.16E+06,1.49E+07,2.93E+06,6.70E+06,833473.1537,1680462.016,,66.31572,7.05E+07,3.20E+07,6.58E+07,5.80E+07,1.54E+07,1.46E+07
66.38567,4.04E+07,1.66E+07,1.52E+07,1.05E+07,709846.7454,5002945.546,,66.38567,7.70E+07,8772919.514,4.29E+07,1.11E+07,8727603.659,2346467.027,,66.38567,7.58E+06,1.89E+07,4.10E+06,8.52E+06,1115143.591,2161297.089,,66.38567,6.48E+07,3.35E+07,5.98E+07,6.29E+07,1.40E+07,1.59E+07
66.45562,4.02E+07,1.73E+07,1.51E+07,1.09E+07,694577.9863,5038496.571,,66.45562,7.67E+07,9203093.299,4.31E+07,1.17E+07,8750389.263,2500603.165,,66.45562,5.62E+06,1.60E+07,3.29E+06,7.26E+06,948679.0289,1888289.045,,66.45562,6.54E+07,3.03E+07,6.11E+07,6.26E+07,1.49E+07,1.57E+07
66.52558,3.97E+07,1.79E+07,1.49E+07,1.13E+07,625466.3774,5053549.431,,66.52558,7.64E+07,9952832.231,4.34E+07,1.25E+07,8757622.059,2681464.715,,66.52558,2.58E+06,1.16E+07,1.99E+06,5.31E+06,672634.0105,1438537.063,,66.52558,6.76E+07,2.60E+07,6.41E+07,6.10E+07,1.63E+07,1.51E+07
66.59553,3.91E+07,1.86E+07,1.46E+07,1.17E+07,556354.7684,5069417.666,,66.59553,7.60E+07,1.09E+07,4.37E+07,1.34E+07,8764854.854,2891916.175,,66.59553,-4.57E+05,7.91E+06,7.00E+05,3.62E+06,396588.9922,1012196.179,,66.59553,6.97E+07,2.19E+07,6.72E+07,5.96E+07,1.78E+07,1.45E+07
